ID,Tweet,Labels
1300,"BREAKING Eight new cases of coronavirus reported from Ahmedabad, number rises to 82 in Gujarat Covid_19india CautionYesPanicNo",8
1301,"for additional trump/mcconnell covid19 culpability see M Lewis, The Fifth Risk",6 7
1302,"BREAKING: Sources confirm that due to the coronavirus outbreak, all April Fools Jokes have been postponed until April 1st, 2021!",10
1303,every time i see coronavirus my brain reads it in cardi bs voice. im furious.,6 10
1304,Do I have corona virus or did my dumbass make my body dependent on alcohol that it cant cope without it ?????,3 4 6
1305,In other news Mrs H has just proclaimed that after Covid19 lockdown she is never cooking another meal!!,10
1306,Seagulls probably think we're extinct COVID19 TheLockdown StayAtHome,3 10
1307,"you cant spell quarantine without u r a qt and you cant spell virus without u and i so if corona doesnt take you out, can i",4 10
1308,will i watch trolls world tour in cinema? ugh screw corona,5 6 10
1309,"Hey.. its all me, just dont go.. meet me when corona goes",0 10
1310,This extravert had been *loving* the time to introvert and recharge. Thanks COVID19 now ... Go away.,0 5 6
1311,Alright its April fools. Government you can tell us the corona virus was a joke now,0 10
1312,This whole corona thing makes you look at inchallah in a different light.,0 1 10
1313,I try to sexily slide into an ex's DMs ONE TIME and they tell me they have coronavirus,5 10
1314,Hopefully Boris comes out tomorrow and says the Coronavirus was just an april fools joke,5 10
1315,Someone please say coronavirus was all just a big April fools prank,5 6 10
1316,"Im just waiting for the push alert: Coronavirus grows wings, can fly at speeds of up to 60 mph, uses echolocation, scientists believe.",3 10
1317,"While Corona virus may not be the funniest meme ever, it sure is the most viral.",6 9 10
1318,"World is searching Medicin for the Corona virus, Indian media is searching Muslims in Corona virus CoronavirusOutbreakindia",0 6 10
1319,The Corona virus jokes at Cuomo's expense were in poor taste. People are dying. You're not funny,6
1320,What if we wake up to us getting April fooled by the government and the coronavirus was just an April fools joke,0 10
1321,Covid19 lockdown situation is like our own 'existential crisis' hanging over our heads.. PMKcallsCurfewExtension,4 5 6
1322,great. I can't fucking WAIT for all the coronavirus related april fools jokes tomorrow.,4 10
1323,"She has nothing to do with corona virus, but certainly she has alot of fake accounts",9 10
1324,Im so tired... working during this corona shit got my body screaming for rest,4 6
1325,"Imagine this 1st April, government announces that the Corona virus is April fool.",0 10
1326,Lmk wen this corona shit is over. Ill be in my bed watching all seasons of bad girls club,9 10
1327,Please forward your Jamshedpur office contact details. I wish to contribute for Corona victims,0 2
1328,Whenever we get freed from corona Im going every where got damn,0 10
1329,Ethiopia declares state of emergency due to corona virus outbreak.,5 8
1330,You and your network can GO TO HELL for not carrying the corona virus task force briefings. AMERICANS NEED THE INFO. BOYCOTTCNN,6
1331,jus wanna let my bf know that i can introduce him to some bomb ass mexican and filipino food when the corona thing is all over,5 6 10
1332,How do you smoke cigarettes but have the nerve to get on the World Wide Web and say you scared of Coronavirus?,4 6 10
1333,april fools i made up coronavirus because i wanted to rediscover the love i have for my family.,10
1334,200 deaths a year on cruise ships due to viruses . 12 due to COVID19 .. check your numbers ... the math isn't adding up,3 6 7
1335,April fools is tomorrow is this when they announce that coronavirus isnt real,0 4 10
1336,WHO never made the cremation compulsory CORONA cannot walk from a dead body to a person the sad part how to explain,10
1337,It looks like Covid19 virus spread faster in cold area. ThereIsPattern,4 9
1338,"Holy crap, graphs tell our progress very clearly. coronavirus coronapocolypse CoronaPandemic",4 10
1339,ask private operators vechiles to make them Live saving ambulance services.ask IT PROFESSIONALS TO MAKE CORONA APP,0 6
1340,Ya know I havent been really ~stressed~ about corona lately. But the earthquake in Idaho is sending me UP THE WALL,4
1341,Netflix and chill just turned into PornHub and masterbation for all the young singles. COVID19 Is fucking up more than just the economy.,3 6
1342,So terrible whats happening in NewYork right now... Much love from Germany! INY COVID19 NewYorkCity COVID19US,2 5
1343,its official. He committed massacres via coronavirus. Guilty TrumpKnew,6
1344,Global Coronavirus Status : Confirmed : 796406 Deaths : 40737 Recovered : 172302 Recovery rate : 80% Covid_19 StayHome,8
1345,I just thought that there was only an idiot who would play April fool day about the corona and yes lol surprised and disappointed.,6 9 10
1346,"Due To Corona, We officially Have Three Days Of The Week, 1; Yesterday 2: Today 3; Tomorrow QuarantineLife",10
1347,"Today the COVID19 pandemic passed the number of American deaths of the SWINEFLU of 2009. SwineFlu 2009 = 12,469 COVID19 2020 = 12,857",5 8
1348,"Honestly, I miss the ability to hug people. More than being upset over being cooped up in the house on my days off. coronavirus",5 9
1349,I miss going to work. I really love my job. I hope this coronavirus situation ends really soon.,2 5
1350,COVID19 just stay at home if you dont need to be out. Seriously. StayAtHome StayHomeSaveLives,0 1 4
1351,A millionaire/billionaire post anything other then stuff about the corona virus and y'all start hating on them so much,6
1352,Official COVID19 communication channel from Prime Minister's Office:,8 9
1353,guys this pandemic stuff is so serious that even the corona virus got cancelled,3 10
1354,Corona might have given us the best excuse to smoke all 4/20!!,9 10
1355,Time flys who knew Corona could stop reggae BBI AprilFoolsDay,4 5 10
1356,Kylie Jenner to produce and donate hand sanitizer to hospitals battling covid19. Now thats an influencer.,1
1357,I cant get on Facebook anymore because everyone and their mother thinks theyre a part of the Coronavirus task force,4 10
1358,Waiting for Jesus to jump out of the clouds and say AprilFools 2020 COVID19 StayHome,10
1359,wonder if someone's going to make an april fool's joke about a corona vaccine tomorrow,6 10
1360,Let me introduce you to a new term: After Corona Party. That's what we are all waiting for \\o/ AfterCoronaParty,5 10
1361,Anybody posting corona virus april fools jokes on the TL getting blocked quicker than my dad left me,6 10
1362,Releasing prisoners from a secure facility so they won't get Coronavirus? Seems legit.,0 1 4
1363,"Germany has the lowest Corona death rate because of, I can only assume, their terrifying discipline.",0 5 9 10
1364,I gonna celebrate New Years with every time zone this year. Well make it guys. covid19 Quarantine coronavirus,0
1365,love when corona la'shay causes my stylist to cancel my appointment,1 5 6
1366,Last Night I was on hold with WellsFargo for an hour and 45 before giving up coronavirus,3 6
1367,This corona virus killing civilians Send a prayer up for them all HM,2 5
1368,Now indian govt giving excuse that spread deadly corona virus in india.,5 7
1369,"2020 so far: - January = 18,292 days - February = 29 days - March = Coronavirus Lets pray for a better and healthy month in April",2 10
1370,The absolute worst thing about this corona shit is that all the good food spots close up early or dont open at all,5 6 10
1371,Gonna be a baby boom after this shit settles down! Corona if its girl and Covid if its a boy,6 10
1372,Im so sad Im not seeing Mitis anymore ugh dumbass corona,5
1373,Who owns patents for corona virus?who stands to profit.They say follow money trail..,3 7 10
1374,At groove after its confirmed the corona virus isnt a threat anymore.,0 10
1375,"Joe, stop using COVID19 to make obamadoesn'tcare happen again.",6 10
1376,"Widespread usage of masks helped control Corona spread in Singapore,South Korea,Japan,Hong Kong says Guardian.",1 8 9
1377,"3,000 Americans have died of Coronavirus which is the equivalent of 750 Benghazis",8 9 10
1378,i stg if anyone says they tested position for corona for an aprils fools joke,0 6
1379,"How could American Idol be live, are they just passing the coronavirus around. The show is a lie it is a record company audition",3 6
1380,I went outside without gloves and without a mask corona doesnt like me as well why should I worry,3 10
1381,"Woke up, thought it is a good day. Friend texted that she went to test for Corona virus and it came back as positive.",5 6
1382,its gonna be april 1st and i cant perform a single prank because of this pandemic damn corona is a major cockblock,5 6
1383,plan is to cull all the social security and medicare recipients to allow for more tax cuts. Thanks Covid_19,1 6 7
1384,"What happens to your timeline if you mute covid, corona, virus, pandemic, quarantine, and social isolation? Does the app delete itself?",5 10
1385,my dad thinks hes immune to coronavirus because he isnt old. sir you are 49!!!,4 10
1386,aigoo april fools bout being tested positive covid19 ugh u spoiled the mood bro,4 6
1387,Let's Corona take charge of cleansing corruption and corrupt leaders of Nepal This may be noon for Nepal,6 9
1388,The U.S may just become the next COVID19 epicenter 820 new deaths recorded today. (nearly doubling last night's figure),3
1389,"Calling it now, the Coronavirus is an elaborate April fools joke that the world is playing on us.",5 6 7 9 10
1390,"Lol if it weren't for Corona I'd be returning to Copenhagen from Greece right now... It's fine, I'm fine",0 2 5
1391,corona is good for us in a way cause it shows us who our actual friends are that actually care about us,0 9
1392,Question that posed to me tonight: Can coronavirus be killed with emails and Zoom calls?,10
1393,New Coronavirus hotspot identified at the China/Russia border. Massive lockdown underway per :,3 8
1394,Thanks to the corona virus and my boys in the hood Im sneaking a few reggie sessions in,0 10
1395,Curfew has led to more death than Corona virus. It has led to many Kenyans being brutalized by Kenya police... Saynotocurfew,5 6
1396,Kind of feel like since my emotional reaction to coronavirus has peaked and flattened that theres no way this whole thing isnt almost over,0 10
1397,No one in my family takes the corona virus serious it really terrifies me,4
1398,im so excited to see what kind of shit storm april fools + corona virus brings,10
